fonKodu,raporTarihi,kurucu,kurucuDuzeni,satir,agirlikToplam,tefasGun,tefasSapma,hisseSatir,yabanciHisseSatir,bistKoduBos,adTemiz,durum,sebep,not
DZE,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DZM,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
EDD,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
EDT,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
EDU,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
EKL,2026-08,KUVEYT TÜRK PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
EML,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ENA,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ENO,2026-03,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ENR,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ENS,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ESP,2026-08,AURA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
EVM,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FBI,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FBV,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FBZ,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FFH,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FFP,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FI3,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FI5,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FIB,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FID,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FIL,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FIT,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FJB,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FJZ,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FKE,2026-08,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FMG,2026-08,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FMV,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FNO,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FNT,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FPE,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FPG,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FPH,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FPK,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FPZ,2026-08,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FSF,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FSG,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FSH,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FSK,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FSR,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FSU,2026-08,TERA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FUA,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FUB,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FYD,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FYO,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FYT,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FZJ,2026-08,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
FZP,2026-07,FİBA PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GIH,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GMC,2026-08,TEB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GMI,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GNZ,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GRL,2026-08,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GUF,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
GUM,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HAM,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HAR,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HAT,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HBF,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HBN,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HBU,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HCV,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HDA,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HDK,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HEH,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HFA,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HFI,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HGM,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HGR,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HGV,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HIA,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HIF,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HIM,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HIP,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HJB,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HKH,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HKJ,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HKM,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HKR,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HMC,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HMG,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HML,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HMS,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HOA,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HOY,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HP3,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HPD,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HPH,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HPO,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HPT,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HSA,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HSL,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HST,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HTF,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HTJ,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HTK,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
HTS,2026-08,HSBC PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
