tarih,fonKodu,bb,byf,d,db,bpp,btaa,btas,dt,dot,eut,fb,fkb,gas,gsykb,gsyy,gykb,gyy,hb,hs,kba,kh,khau,khd,khtl,kks,kksd,kkstl,kksyd,km,kmbyf,kmkba,kmkks,kibd,osks,ost,r,t,tpp,tr,vdm,vm,vmau,vmd,vmtl,vint,yba,ybkb,ybosb,ybyf,yhs,ymk,yyf,oksyd,osdb
2026-09-01,DZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,,,,87.49
2026-09-01,DZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,68.41,,,,,,19.97,,,,1.54,2.46,,6.67,,
2026-09-01,EBD,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44,,,,,81.65,,,,
2026-09-01,EBI,,,,,,,,,,,0.31,,,,,,,,,62.44,,,19.32,,,,,,,,,,,0.5,2.2,,,0.06,,,,,7.65,5.56,,,,,,,,1.96,,
2026-09-01,EBS,,,,,,,,,,,0.31,,,,,,,,,31.48,,,3.98,,,4.04,,,,,,1.06,,,0.84,,,0.02,1.14,,,,6.67,9.79,,,,1.6,,,,0.28,1.27,37.52
2026-09-01,EC2,,,,,,,,,,,,,,,,,,,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,9.81,,
2026-09-01,ECA,,,,,,,,,,,3.04,,,,,,,,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,26.95,,,,,11.9,,2.83,,
2026-09-01,ECB,,,,,,,,8.78,,,16.67,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,18.85,54.71,,,,,,,,,,,,,,,
2026-09-01,ECV,,,,,,,,24.43,,,30.62,,,,,,,18.81,,,,,,,,,,,,,,,,,6.89,,,19.25,,,,,,,,,,,,,,,,
2026-09-01,EDD,,,,,,,,,,,,,,,,,,,8.02,,,,,,,,,,,,,,,,,,,13.37,54.35,,,,,,7.33,,,,,11.62,,5.31,,
2026-09-01,EDN,,,0,,,,,19.56,,,0.9,,,,,,,3.1,10.87,,,,,2.81,,,1.85,,,,,,,3.56,1.88,,,13.93,23.91,2.04,,,,6.78,,,,,,,,8.81,,
2026-09-01,EDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.45,,,,,16.55,,,,,,,,,,
2026-09-01,EDT,,,1.64,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,1.03,,,,,78.89,,,,,,,,9.69,,
2026-09-01,EDU,,,,,,,,,,,,,,,,3.35,,,3.06,,,,,,,,,,,,,,,,,,,,78.9,,,,,,1.73,,,,6.99,4.97,,1,,
2026-09-01,EES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.92,,,,,,,,,,,,,,,,,,,0.08,,
2026-09-01,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,99.48
2026-09-01,EGR,,,0,,,,,6.8,,,0.91,,,,,,,,53.26,,,,,1.92,,,0.75,,,,,,,1.7,0.97,,,8.74,0.36,1.06,,,,7.96,,,,,,3.5,,8.55,,3.52
2026-09-01,EHS,,,,,,,,,,,,,,3.98,,,,,94.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,
2026-09-01,EIB,,,4.68,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,11.76,,,18.12,45.47,,,,,,,,,,,,,18.99,,
2026-09-01,EID,,,2.53,,,,,,,,,,,,,,,,90.35,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,4.67,,
2026-09-01,EIL,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69,,,19.79,37.02,,,,,,,,,,,,,,,
2026-09-01,EJG,,,,,,,,,,,,,,,,1.73,,,60.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.65,,
2026-09-01,EKF,,,0.75,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,89.95,,,,,,,,,,,,,,,,,,,,
2026-09-01,EKL,,,,,,,71.6,,,,,,,,,,,,,,,,,19.17,,,,,,,,,,9.23,,,,,,,,,,,,,,,,,,,,
2026-09-01,ELZ,,,,,,,,,,,,,,,,,,,89.84,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,,
2026-09-01,EME,,,,,,,,,,,,,,,,,,,99.4,,,,,,,,,,,,,,,,,,,0.33,,,,,,,0.27,,,,,,,,,
2026-09-01,EML,,,,,,,,,,,,,,,,,,,32.69,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,65.93,,,,
2026-09-01,ENA,,,,,,,,,,,,,,,,,,,20.93,,,,,,,,,,,,,,,,,,,7.11,39.4,,,,,,5.84,,,,,20.42,,6.3,,
2026-09-01,ENJ,,,,,,,,,,,,,,,,,,,89.75,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,10.18,,
2026-09-01,ENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,16.94,,77.47
2026-09-01,ENR,,,,,,,,13.74,,,7.4,,,,,,,,,,,,,5.19,,,,,,,,,,,4.22,,,,34.38,1.46,,,,33.61,,,,,,,,,,
2026-09-01,ENS,,,,,,,,,,,,,,,,,,,18.19,,,,,,,,,,,,,,,,,,,4.14,13.89,,,,,,,,,,,63.78,,,,
2026-09-01,EP1,,,,,,,35.95,,,,,,,,,,,,,,,,,47.53,,,,,,,,,,16.52,,,,,,,,,,,,,,,,,,,,
2026-09-01,EPA,,,0,,,20.65,,,,,,,,,,,,,,,,,,48.25,,,6.42,,,,,,,24.68,,,,,,,,,,,,,,,,,,,,
2026-09-01,EPI,,,0,,,3.32,,,,,,,,,,,,,69.53,,,,,,,,,,,,,,,15.12,,,,,,,,,,,,,,,12.03,,,,,
2026-09-01,EPK,,44.32,0,,,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65,,,4.54,,
2026-09-01,EPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,2.55,,90.45
2026-09-01,EPP,,,0,,,,,,,,2.78,,,,,,,,,,,,,2.6,,,,,,,,,,0.58,,,,0.04,0.93,1,,,,92.07,,,,,,,,,,
2026-09-01,EPT,,,0,,,,,13.01,,,5.18,,,,,,,1.35,,,,,,15.88,,,,,,,,,,3.46,0.68,,,14.2,7.21,2.78,,,,36.25,,,,,,,,,,
2026-09-01,ESG,,,,,,,,,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,12.07,,
2026-09-01,ESN,,,,,,,,,,,,,,,,,,,52.26,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,,,,,,,37.96,,
2026-09-01,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,73.5,,,,,,,25.62,,
2026-09-01,ETN,,,0,,,,,27.92,,,1.12,,,,,,,,,,,,,2.63,,,,,,,,,,0.9,,,,17.7,42.5,,,,,7.23,,,,,,,,,,
2026-09-01,EUN,,,,,,,,,,,,,,,,,,,,68.05,,,,,,,,,,,,,,,,,,,,,,,4.01,0.83,0.35,,,18.16,,,,,,8.61
2026-09-01,EUZ,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,0.95,,,,,0.04,,,,,9.42,,0,,,14.75,,,,,,73.92
2026-09-01,EVM,,,,,,,,,,,,,,,,,,,18.42,,,,,,,,,,,,,,,,,,,0.45,13.56,,,,,0.11,0.27,,,,33.14,29.01,,5.04,,
2026-09-01,EYT,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75,,,,,,,,,,,,,,,,,,,,,,77.69,,
2026-09-01,EZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
2026-09-01,FAK,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-01,FAL,,18.94,,,,,,,,,,,,,,,,,,,,,,,,,,,44.71,,,16.4,,,,,,,3.88,,,,,,1.86,,,,,,,14.21,,
2026-09-01,FBC,,11.33,,,,,9.08,,,,,,,,,,,,65.67,,,,,2.45,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,8.57,,
2026-09-01,FBI,,,,,,,,,,,,,,,,,,,,0.27,,,22.52,,,,,,,,,,,,,,,0.05,18.57,,,,8.72,,,,,0.71,,,,5.58,,43.58
2026-09-01,FBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47,,,,,,,,13.53,,
2026-09-01,FBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43,,,,,,8.21,,,,48.98,,,18.38,,
2026-09-01,FBZ,,,,,,,,,,,,,,0.82,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,,67.8,,25.37,,
2026-09-01,FCK,,12.16,,,,,1.67,,,,,,,,,,,,58.07,,,,,7.83,,,,,,,,,,5.51,,,,,,,,,,,,,,,,,,14.76,,
2026-09-01,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
2026-09-01,FD1,,,,,,,,,,,,,,,,,,,48.53,,,,,,,,,,,,,,,,,,,,,,,,,,38.17,,,,,,,13.3,,
2026-09-01,FDE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-01,FDG,,,,,,,,,,,7.29,,,16.03,,53.31,,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,9.41,,
2026-09-01,FDO,,,,,,,,,,,,,,,,,,,,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,8.5,,,,1.76,,64.44
2026-09-01,FDV,,,0.21,,,,,,,,1.46,,,,,,,,66.98,,,,,,,,,,,,,,,,1.56,,,,,,,,0.57,,8.91,,,,,,,20.31,,
2026-09-01,FDZ,,,,,,,,,,,,,,,,,,,81.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59,,
2026-09-01,FFD,,,,,,,,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,70.4,,,,,7.93,,,,,,,,,,
2026-09-01,FFF,,,,,,,,,,,,,,,,,,,,13.33,,,,,,,,,,,,,,,,,,13.47,,,,,,,,,,3.71,,,,1.12,6.04,62.33
2026-09-01,FFH,,,1.47,,,,37.92,,,,,,,,,,,,27.92,,,,,,,,18.66,,,,,,,5.16,,,,,,,,,,,,,,,,8.62,,0.25,,
2026-09-01,FFO,,,,,,,,,,,,,,,,,,,,45.94,,,,,,,,,,,,,,,,,,36.26,,,,,,,,,,,,,,,,17.8
2026-09-01,FFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,9.89,,,,,,,,,,,,,88.03,,
2026-09-01,FHI,,,,,,,,,,,,,,,,,,,92.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,,
2026-09-01,FHP,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,26.21,,4.51,,,,67.7,,,,,,,,,,
2026-09-01,FHZ,,,,,,,,,,,,,,,,,,,,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,42.68
2026-09-01,FI3,,,0.71,,,,,88.94,,,0.78,,,0.02,,,,,,,,,,,,,,,,,,,,,4.57,,,0.38,4.48,,,,,,,,,,,,,0.12,,
2026-09-01,FI5,,,0.1,,,,,14.21,,,3.8,,,,,,,,,,,,,4.21,,,,,,,,,,,2.84,,,,28.24,1.15,,,,45.45,,,,,,,,,,
2026-09-01,FIB,,,,,,,,,,,,,,,,,,,4.48,,,,,,,,,,0.89,,32.62,60.68,,,,,,,,,,,,0.58,,,,,,,,0.75,,
2026-09-01,FID,,,,,,,,6.68,,,,,,5.55,,,,,61.21,,,,,,,,,,,,,,,,0.05,,,0.46,9.61,,,,,1.87,1.08,,,,0.01,,,13.48,,
2026-09-01,FIL,,,,,,,,14.26,,,8.64,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,17.37,23.08,5.59,,,,27.94,,,,,,,,,,
2026-09-01,FIT,,,4.96,,,,,87.03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,0.14,5.7,,,,,1.85,,,,,,,,,,
2026-09-01,FJB,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,2.61,2.62,,,,,1.18,,,,,,71.55,,21.18,,
2026-09-01,FJC,,,,,,,,,,,,,,,,,,,,1.2,,,0.75,,,,,,,,,,,,,,,,3.76,,,,,0.01,,,,,,,,0.65,,93.63
2026-09-01,FJM,,,,,,,,,,,,,,0.24,,,,,,,,,11.5,,,,,,,,,,,,,,,0.01,10.47,,,,2.87,0.01,,,,4.37,,,,5.7,,64.83
2026-09-01,FJN,,,,,,,,,,,,,,0.16,,,,,,,,,14.78,,,,,,,,,,,,,,,,7.17,,,,1.29,0.02,,,,2.91,,,,5.53,,68.14
2026-09-01,FJZ,,,,,,,,,,,,,,0.67,,,,,,11.92,,,,,,,,,,,,,,,,,,0.01,,,,,,0.01,,,,18.29,,,,,,69.1
2026-09-01,FKE,,,1.2,,,,,,,,,,,,,,,,,1.01,,,13.84,,,,,,,,,,,,,,,,,,,,14.11,,,,,0.71,,,,5.89,,63.24
2026-09-01,FKV,,,36.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,63.15
2026-09-01,FLS,,,,,,,,,,,,,,,,,,,,68.98,,,,,,,,,,,,,,,,,,,,,,,5.17,0.01,0.47,,,,6.92,,,,,18.45
2026-09-01,FLY,,,,,,,,,,,,,,,,,,,38.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.91,,4.02,,
2026-09-01,FMG,,,,,,,,,,,,,,,,,,,27.99,,,,,,,,,,65.01,,,,,,,,,0.43,3.35,,,,,,1.38,,,,,1.84,,,,
2026-09-01,FMS,,,,,,,,,,,,,,,,,,,,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78,,,,1.46,,61.69
2026-09-01,FMV,,,1.87,,,,,,,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,5.57,,,,,,,,84.09,,
2026-09-01,FNO,,,0.06,,,,,19.66,,,0.3,,,0.48,,,,,29.75,,,,,,,,,,,,3.93,3.93,,,,,,0.5,3.63,,,,,,16.89,,,,,20.06,,0.81,,
2026-09-01,FNT,,,,,,,,,,,,,,,,,,,89.61,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,10.22,,
2026-09-01,FP4,,,,,,,,,,,,,,,,,,,91.68,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,8.31,,
2026-09-01,FPE,,,,,,,,,,,,,,,,,,,,38.79,,,,,,,,,,,,,,,,,,0.34,,,,,,0.04,0.01,,,6.59,,,,,,54.23
2026-09-01,FPG,,,,,,,,,,,,,,,,,,,4.61,,,,,,,,,,37.05,,,,,,,,,,,,,,,0.22,,,,,,58.12,,,,
2026-09-01,FPH,,,,,,,,,,,,,,2.52,,,,,91.88,,,,,,,,,,,,,,,,,,,0.25,3.12,,,,,0.6,1.62,,,,,,,0.01,,
2026-09-01,FPI,,,2.74,,15.65,,,6.49,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,0.96,71.03,,,,,,,,,,,,,,,
2026-09-01,FPK,,,3.45,,,,,62.36,,,19.65,,,,,,,,,,,,,,,,,,,,,,,,5.05,,,0.33,1.87,,,,,7.29,,,,,,,,,,
2026-09-01,FPR,,,0,,,,,,,,,,,,,,,,90.48,,,,,,,,,,,,,,,,,,,6.01,,,,,,,3.51,,,,,,,,,
2026-09-01,FPZ,,,6.18,,,,,,,,,,,,,,,,,4.81,,,,,,,,,,,,,0.12,,,,,0.01,0.01,,,,10.07,,,,,,,,,,2.06,76.74
2026-09-01,FR1,,,,,,,,,,,,,,,,,,,97.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,
2026-09-01,FRA,,,,,,,,,,,,,,,,,,,55.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15,,1.9
2026-09-01,FRC,,,,,,,,,,,,,,,,,,,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,7.07,,,,,,,,,
2026-09-01,FRZ,,,,,,,,,,,,,,,,,,,56.93,8.72,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,34.08,,
2026-09-01,FS1,,,,,,,,,,,,,,,,,,,93.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,,
2026-09-01,FS2,,,,,,,,,,,,,,,,,,,91.26,,,,,,,,,,,,,,,,,,,,,,,,,,8.74,,,,,,,,,
2026-09-01,FS3,,,,,,,2.99,,,,,,,,,,,,95.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,,
2026-09-01,FS4,,,,,-36.21,,,,,,,,,,,,,,136.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-01,FS5,,28.1,,,,,,,,,,,,,,,,,65.52,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,5.75,,
2026-09-01,FS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.32,,,,,,0.95,,,,,,,0.73,,
2026-09-01,FSF,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,22.7,,6.27,,,,64.95,,,,,,,,,,
2026-09-01,FSG,,,,,,,,,,,,,,1.3,,,,,92.89,,,,,,,,,,,,,,,,,,,0.19,1.51,,,,,0.06,1.75,,,,,,,2.3,,
2026-09-01,FSH,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,2.17,,,,,,0.06,,,,,1.19,20.77,,74.46,,
2026-09-01,FSK,,,0.63,,,,,28.95,,,6.26,,,,,,,,,,,,,,,,,,,,,,,,9.09,,,2.84,16.98,,,,,35.25,,,,,,,,,,
2026-09-01,FSM,,,,,-75.5,,,,,,,,,0.25,,,,,175.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
2026-09-01,FSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96,,0.04,,,,,,,,,
2026-09-01,FSR,,,,,,,,,,,,,,,,,,,,23.78,,,13.32,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,61.39
2026-09-01,FSU,,25.1,,,,,,,,,,,,,,,,,19.09,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,55.17,,
2026-09-01,FSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
2026-09-01,FTL,,,,,,,31.65,,,,,,,,,,,,,,,,,36.32,,,,,,,,,,30.51,,,,,,1.52,,,,,,,,,,,,,,
2026-09-01,FTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
2026-09-01,FUA,,,,,,,,,,,,,,,,,,,86.45,,,,,,,,,,,,,,,,,,,,11.04,,,,,,,,,,,,,2.51,,
2026-09-01,FUB,,,,,,,,,,,,,,,,,,,,62.85,,,,,,,,,,,,,,,,,,1.45,15.66,,,,,,0.98,,4.09,,,,,,,14.97
2026-09-01,FUM,,,,,,,,,,,,,,,,,,,,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65,2.28,,,22.19,,54.25
2026-09-01,FUN,,,,,,,,,,,,,,,,,,,,,,,32.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55
2026-09-01,FUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
2026-09-01,FVL,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22,,3.43,,,,63.55,,,,,,,,,,
2026-09-01,FYA,,,,,,,,,,,8.94,,,1.48,,2.71,,,63.33,0.42,,,,,,,,,,,,,,3.45,,,,,,,,,,1.47,8.7,,,,,,,9.5,,
2026-09-01,FYB,,,,,,,,5.51,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,2.64,,,2.71,,3.95,,,,17.88,,,6.44,,53.57
2026-09-01,FYD,,,,,,,,,,,,,,,,,,,95.44,,,,,,,,,,,,,,,,,,,0.28,2.34,,,,,,1.94,,,,,,,,,
2026-09-01,FYF,,,,,,,,,,,,,,,,,,,83.24,,,,,,,,,,,,,,,,,,,,,,,,,,16.76,,,,,,,,,
2026-09-01,FYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,,,,,,,,,,,96.37
2026-09-01,FYH,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,7.38,,,,,,,,,,,,,,3.49,,,,,1.56,32.05,12.74,,0.21,,40.68
2026-09-01,FYI,,,,,-36.26,,,60.79,,,87.67,,,,,,,,-3.77,,,,,,,,,,,,,,,3.97,,-91.79,,,11.64,5.13,,,,,13.38,,,,,2.19,,47.05,,
2026-09-01,FYM,,,,,,,,,,,,,,5.06,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,,82.82
2026-09-01,FYO,,,5.55,,,,,,,,54.61,,,,,,,,,,,,,,,,,,,,,,,5.85,18.44,,,1.38,12.69,1.48,,,,,,,,,,,,,,
2026-09-01,FYT,,,2.29,,,,,48.12,,,27.98,,,,,,,,,,,,,,,,,,,,,,,0.75,12.79,,,1.46,4.47,2.14,,,,,,,,,,,,,,
2026-09-01,FYZ,,,,,,,,,,,,,,3.89,,9.62,,,81.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,,
2026-09-01,FZJ,,,,,,,,,,,,,,5.71,,0.07,,,0.06,,,,,,,,,,,,,,,,,,,2.06,1.69,,,,,0.71,2.6,,,,,,,87.1,,
2026-09-01,FZP,,,5.35,,,,,22.88,,,17.9,,,0.81,,,,,13.81,,,,,,,,,,,,,,,,1.9,,,,,7.11,,,,27.23,,,,,,,,0.01,,3
2026-09-01,GA1,,,,,,,,83.03,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,,,,11.69,,,,,2.35,,,,,,,,,,
2026-09-01,GAC,,,,,,,,,,,,,,,,,,,,65.66,,,,,,,,,,,,,,,,,,,,,,,0.97,19.33,,,,,,,,0.86,,13.18
2026-09-01,GAE,,,,,,,,,,,,,,,,,,,95.8,,,,,,,,,,,,,,,,,,,0.71,0.64,,,,,,,,,,,,,2.85,,
2026-09-01,GAF,,1.62,,,,,,,,,,,,,,,,,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,0.72,,
2026-09-01,GAG,,,,,,,,,,,,,,,,,,,,4.94,,,69.34,,,,,3.82,,,,,,,,,,,10.35,,,,,,,,,,,,,6.29,,5.26
2026-09-01,GAH,,,,,,,,12.6,,,6.09,,,,,,,,18.11,,,,,,,,3.26,,,,,,,,7.83,,,,24.4,,,,0.04,2.23,13.57,,,,7.2,2.19,,2.49,,
2026-09-01,GAJ,,,,,,,,,,,,,,,,,,,,72.44,,,,,,,,,,,,,,,,,,,,,,,1.62,,,,17.62,,,,,,,8.32
2026-09-01,GAL,,,,,,,,14.16,,,1.37,,,,,,,,,,,,,7.06,,,0.33,,,,,,,0.06,4.34,,,0.26,49.03,,,,,23.4,,,,,,,,,,
2026-09-01,GAN,,,,,,,,,,,,,,,,,,,74.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18,,
2026-09-01,GAS,,,,,,,,,,,,,,,,,,,,24.65,,,,,,,,0.11,,,,,2.18,,,,,,,,,,0.23,4.46,0,,,14.99,,,,,,53.38
2026-09-01,GAU,,,,,,,,,,,,,,,,,,,,20.3,,,,,,,,0.72,,,,,,,,,,,,,,,0.13,19.76,,,,,,,,0.27,,58.81
2026-09-01,GAV,,,,,,,,,,,,,,,,,,,,81.54,,,,,,,,,,,,,,,,,,,,,,,,18.46,,,,,,,,,,
2026-09-01,GBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,86,,13.63,,
2026-09-01,GBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,82.91,,5.04,,
2026-09-01,GBH,,,,,,,,,,,,,,,,,,,82.74,,,,,,,,,,,,,,,,,,,2.34,1.17,,,,,,12.6,,,,,,,1.16,,
2026-09-01,GBJ,,,,,,,,,,,,,,,,,,,94.23,,,,,,,,,,,,,,,,,,,0.61,,,,,,,1.85,,,,,,,3.3,,
2026-09-01,GBL,,,,,,,,16.66,,,40.11,,,,,,,,,,,,,,,,,,,,,,,0.56,37.09,,,,,1.46,,,,4.12,,,,,,,,,,
2026-09-01,GBN,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,0.15,9.63,,,,,77.82,,,,,,,,,,
2026-09-01,GBP,,,,,,,,,,,,,,,,,,,,98.97,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,
2026-09-01,GBV,,,,,,,,,,,,,,,,,,,17.79,,,,,,,,,,,,,,,,,,,1.51,,,,,5.63,,5.19,,,,3.34,59.2,,,,7.33
2026-09-01,GBZ,,10.52,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66,,,11.59,,
2026-09-01,GCA,,,,,,,,,,,,,,,,,,,,96.17,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,
2026-09-01,GCC,,,,,,,,,,,,,,,,,,,7.25,,,,,,,,,,3.5,,,,,,,,,,,,,,,11.76,0.01,,,,,77.48,,,,
2026-09-01,GCD,,,,,,,,,,,,,,,,,,,99.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2026-09-01,GCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,4.52,,,,14,,,,,,78.02
2026-09-01,GCZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
2026-09-01,GDJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,18.39,,,,,,,,,,81.24
2026-09-01,GDP,,,,,,,,,,,0.54,,,,,,,,,31.39,,,,,,,,,,,,0.44,2.38,,2.56,,,,,,,,0.02,0.17,,,,12.64,,,,,,49.87
2026-09-01,GEC,,,,,,,,,,,,,,,,,,,,28.76,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,6.03,,,,,,64.86
2026-09-01,GEI,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-01,GEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,18.84,,,,,,,,,,77.83
2026-09-01,GFB,,,,,,,,,,,,,,,,,,,,43.66,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,55.97
2026-09-01,GFD,,,,,,,,,,,,,,,,,,,,82.77,,,,,,,,,,,,,,,,,,,,,,,,17.23,,,,,,,,,,
2026-09-01,GFI,,,,,,,,,,,,,,,,,,,,7.41,,,,,,,,,,,,,,,,,,,,,,,0.63,0.1,,,,2.25,2.53,,,26.23,2.06,58.8
