fonKodu,fonUnvan,fonTipi,fonSinifi,durum,kurucu,fundOid,kategori,kategoriKaynak
LDG,LETVEN CAPİTAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. MİLRES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,LETVEN CAPITAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d767bb19d0176dcc10cb0073a,Diğer,unvan
LDS,TERA PORTFÖY YÖNETİMİ A.Ş. LUDUS VENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,TERA PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee8018bdd3a51d9371e,Diğer,unvan
LET,QNB PORTFÖY LETO SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,QNB PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018c91faa9ec1b38,Serbest,unvan
LFD,İŞ PORTFÖY AZİM HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d7bf4b81c017ceff6f7e12618,Hisse Senedi,unvan
LGC,LOGOS PORTFÖY YÖNETİMİ A.Ş. İNOVATİF TEKNOLOJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,LOGOS PORTFÖY YÖNETİMİ A.Ş.,4028328c802924490180d104d51c14b3,Diğer,unvan
LGK,AZİMUT PORTFÖY İKİNCİ ÖPY SERBEST ÖZEL FON,YF,SF,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c950ba8c701955aecaf4b335c,Serbest,unvan
LGO,ATLAS PORTFÖY ALGO TOROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c8ae7be4e018b14e2bc327593,Hisse Senedi,unvan
LHM,AK PORTFÖY NETA SERBEST (DÖVİZ) ÖZEL FON,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d7707357f0177cf1e58b27e84,Serbest,unvan
LHP,AK PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d7707357f0177cf1f72b37e9f,Serbest,unvan
LJS,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. DİNÇER LOJİSTİK GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,4028328c919f164b01920063a2bf2d41,Diğer,unvan
LK2,ALKİMA GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. İKİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALKİMA GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9e276fa9019e8dc54e0f37e2,Diğer,unvan
LKF,İŞ PORTFÖY ALTIN KATILIM FONU,YF,KTF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d9e2771a1019e49d7a8713524,Kıymetli Madenler,unvan
LKT,AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,YF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d9373bab0019387cec28546f5,Para Piyasası,unvan
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328c89555ba901896955c13e5840,Hisse Senedi,unvan
LLI,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş. İKİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018b9063693630de,Diğer,unvan
LLU,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş. ÜÇÜNCÜ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef8018e5194205326cd,Diğer,unvan
LPH,STATECH PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,STATECH PORTFÖY YÖNETİMİ A.Ş.,4028328c919f164a01929023a0054e8b,Hisse Senedi,unvan
LRN,RE-PIE PORTFÖY YÖNETİMİ A.Ş. LARİNDA SMART ENERGY TECHNOLOGY GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,4028328d906f40790190ca1edaae6168,Diğer,unvan
LRT,ATA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,YF,SF,faal,ATA PORTFÖY YÖNETİMİ A.Ş.,4028328c88c529ea01895411cd407686,Serbest,unvan
LTC,AK PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef7018ea909e2423e8a,Hisse Senedi,unvan
LTE,LOGOS PORTFÖY YÖNETİMİ A.Ş.TESTİNİUM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,LOGOS PORTFÖY YÖNETİMİ A.Ş.,4028328d838f7dcd018414d76c5f0558,Diğer,unvan
LTG,LETVEN CAPİTAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TARS GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,LETVEN CAPITAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d767bb19d0176dcbfe344072a,Diğer,unvan
LTI,AKTİF PORTFÖY YÖNETİMİ A.Ş. AİRCAR GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018d1caa70154234,Diğer,unvan
LTL,AHLATCI PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AHLATCI PORTFÖY YÖNETİMİ A.Ş.,4028328d9b827483019c046a65ff2528,Hisse Senedi,unvan
LTO,LETVEN CAPİTAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. SOFA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,LETVEN CAPITAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d89555d7f018a8eb4a3a13596,Diğer,unvan
LTS,HEDEF PORTFÖY LOTUS SERBEST FON,YF,SF,faal,HEDEF PORTFÖY YÖNETİMİ A.Ş.,4028328d89555d7f0189cfdb284f11fb,Serbest,unvan
LTT,LETVEN CAPİTAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TİMUS GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,LETVEN CAPITAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d89555d7f018a8eb4cb7935a1,Diğer,unvan
LZV,AZİMUT PORTFÖY İLA  HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328d7da7e96e017e488df2157592,Hisse Senedi,unvan
MAA,NEO PORTFÖY YÖNETİMİ A.Ş. MAANAA LEVENT PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c976d29890197e916b1bd3b65,Diğer,unvan
MAC,MARMARA CAPİTAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MARMARA CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,33E5FED7ECDF00EAE0530A4A622B2AEA,Hisse Senedi,unvan
MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,YF,DG,faal,MEKSA PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E5E700EAE0530A4A622B2AEA,Değişken,unvan
MAE,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. E-TİCARET GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d7bf4b81c017c1781993e781d,Diğer,unvan
MAI,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TEMİZ ENERJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c758f5dc40175b768a9104c19,Diğer,unvan
MAS,MARMARA CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MARMARA CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328c7812c9c30178164eec36191d,Hisse Senedi,unvan
MAT,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. T-FON GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c82b7f0300182e956e5782fba,Diğer,unvan
MAV,QNB PORTFÖY ADAMAVİ SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,QNB PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018c91fad76d1b47,Serbest,unvan
MBB,AKTİF PORTFÖY YÖNETİMİ A.Ş. BUKET GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c760074850176664ad92444be,Diğer,unvan
MBK,AKTİF PORTFÖY YÖNETİMİ A.Ş. MİNDVEST GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c76007485017666509fef44d6,Diğer,unvan
MBL,MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON,YF,DG,faal,MEKSA PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E5EB00EAE0530A4A622B2AEA,Değişken,unvan
MBP,MT PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d5019a4e383ed761f1,Diğer,unvan
MBR,MT PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,YF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c950ba8c601959362582a793d,Borçlanma Araçları,unvan
MBU,FRANKLIN MUTUAL U.S. VALUE FUND A(Acc) USD,YYF,,faal,DENİZBANK A.Ş.,33E5FED7EFAB00EAE0530A4A622B2AEA,Diğer,unvan
MCU,AZİMUT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c976d298901979d1eb42f33cf,Hisse Senedi,unvan
MD1,MT PORTFÖY BİRİNCİ DEĞİŞKEN FON,YF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8ac0193b51d38224fe7,Değişken,unvan
MD2,MT PORTFÖY İKİNCİ DEĞİŞKEN FON,YF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8ac0193b52444545057,Değişken,unvan
MDD,ANADOLU HAYAT EMEKLİLİK A.Ş. MERKEZİ ALACAĞIN DEVRİ DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328d8e21d0ec018e8a1de4f350c0,Değişken,unvan
MDE,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. MERKEZİ ALACAĞIN DEVRİ TEMKİNLİ DEĞİŞKEN EYF,EYF,,faal,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş.,4028328d93c3b68c0193f2ac74824021,Değişken,unvan
MDF,FİBA PORTFÖY MODEL EMTİA FON SEPETİ SERBEST FON,YF,SF,faal,FİBA PORTFÖY YÖNETİMİ A.Ş.,4028328c991da58401992d539b652e9f,Fon Sepeti,unvan
MDG,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. DOĞAN PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019a972359c77144,Diğer,unvan
MDK,ANADOLU HAYAT EMEKLİLİK A.Ş. MERKEZİ ALACAĞIN DEVRİ MUHAFAZAKAR KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c93c3b40d0193f883227009bf,Katılım,unvan
MDT,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. MEDİTERRA 3 GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233bf018704b7bca03b32,Diğer,unvan
MEA,METLİFE EMEKLİLİK VE HAYAT A.Ş.ALTIN KATILIM EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328c6efb1009016f572e20be57fb,Kıymetli Madenler,unvan
MEB,METLİFE EMEKLİLİK VE HAYAT A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d998eebe8019a4f3a5294280c,Borçlanma Araçları,unvan
MEG,ATLAS PORTFÖY YÖNETİMİ A.Ş. MEDYA YAPIMLARI GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d7019a34d0a45d72cf,Diğer,unvan
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,YF,DG,faal,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,4028328c7f7cb860017f88424612124b,Değişken,unvan
MEV,METLİFE EMEKLİLİK VE HAYAT A.Ş. TEKNOLOJİ FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328c86d231ff01884ce722e54f39,Fon Sepeti,unvan
MEY,METLİFE EMEKLİLİK VE HAYAT A.Ş. SÜRDÜRÜLEBİLİRLİK FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328c86d231ff01884ce76fcb4f44,Fon Sepeti,unvan
MFG,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FONBULUCU GELECEK GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8588f3010185f2eb216d5029,Diğer,unvan
MFP,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FONPRIME GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c86d231ff01877543aa173cd0,Diğer,unvan
MFS,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. METİS FON SEPETİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,4028328c950ba8c601958f4a320a5cb8,Fon Sepeti,unvan
MFU,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FUTURE OF MOBİLİTY GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d9d7b24c9019e210ae8835522,Diğer,unvan
MG1,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ASTART GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d992f6f66019957b395704f19,Diğer,unvan
MG2,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TEMPLETON TÜRKİYE FONU II GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c976d29880197830488a940a2,Diğer,unvan
MG3,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. KARMA STRATEJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe80199a39ee82c093e,Karma,unvan
MGA,AKTİF PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d7812cbf301781b5757ab59e6,Diğer,unvan
MGB,İŞ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68d0194412ee5a821f9,Hisse Senedi,unvan
MGD,DENİZ PORTFÖY MGD HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c906f3e7c0190728992210d17,Hisse Senedi,unvan
MGE,PARDUS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,PARDUS PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018ba34eab5c36f0,Hisse Senedi,unvan
MGF,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ARYA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c838f7bfc0183e610af0845dd,Diğer,unvan
MGG,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FİNANSAL TEKNOLOJİLER GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d812b6c2f0181381190da1474,Diğer,unvan
MGH,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,TEB PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef8018e2cccd8f41f7f,Hisse Senedi,unvan
MGK,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TSKB GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8a99cab9018abbfe1fa171a6,Diğer,unvan
MGR,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ATLAS BÜYÜME SERMAYESİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d794d3bd701798f3618d90b34,Diğer,unvan
MGS,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. YENİLİKÇİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c758f5dc40175b7661a1f4c09,Diğer,unvan
MGV,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. MAXIS VENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8a99cab9018abbfe71a271bc,Diğer,unvan
MHA,METLİFE EMEKLİLİK VE HAYAT A.Ş. KATILIM KATKI EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EA6700EAE0530A4A622B2AEA,Katılım,unvan
MHB,METLİFE EMEKLİLİK VE HAYAT A.Ş. BAŞLANGIÇ EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328c595ae6b8015974203fa750a8,Diğer,unvan
MHC,METLİFE EMEKLİLİK VE HAYAT A.Ş. BAŞLANGIÇ KATILIM EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328c595ae6b80159742190025148,Katılım,unvan
MHD,METLİFE EMEKLİLİK VE HAYAT A.Ş. KAMU DIŞ BORÇLANMA ARAÇLARI (ABD DOLARI 0-5 YIL VADELİ) EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC5F00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
MHE,METLİFE EMEKLİLİK VE HAYAT A.Ş. MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC6300EAE0530A4A622B2AEA,Değişken,unvan
MHF,MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d944ba745019483f9e0d06b29,Hisse Senedi,unvan
MHG,METLİFE EMEKLİLİK VE HAYAT A.Ş. BORÇLANMA ARAÇLARI GRUP EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EED700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
MHH,METLİFE EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EED300EAE0530A4A622B2AEA,Hisse Senedi,unvan
MHI,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5fc61027016097afaf0448a6,Katılım,unvan
MHK,METLİFE EMEKLİLİK VE HAYAT A.Ş. STANDART EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC5700EAE0530A4A622B2AEA,Diğer,unvan
MHL,METLİFE EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI  EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EEE300EAE0530A4A622B2AEA,Para Piyasası,unvan
MHM,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS TEMKİNLİ DEGİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5c459ee7015d1d2a9b863177,Değişken,unvan
MHN,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS DENGELİ DEGİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5c459ee7015d1d2c22cd3185,Değişken,unvan
MHO,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS ATAK DEGİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5c459ee7015d1d2e254c3193,Değişken,unvan
MHR,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF DEGİŞKEN EMEKLİLİK  YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5c459ee7015d1d2fe09f31a1,Değişken,unvan
MHS,METLİFE EMEKLİLİK VE HAYAT A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EA6B00EAE0530A4A622B2AEA,Katılım,unvan
MHT,METLİFE EMEKLİLİK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EEDF00EAE0530A4A622B2AEA,Diğer,unvan
MHU,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS ATAK KATILIM DEGİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5c459ee7015d1d327ea431c7,Katılım,unvan
MHV,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF KATILIM DEGİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5c459ee7015d1d34466b31d5,Katılım,unvan
MHY,METLİFE EMEKLİLİK VE HAYAT A.Ş. DENGELİ DEĞİŞKEN GRUP EMEKLİLİK YATIRIM FONU,EYF,,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EEDB00EAE0530A4A622B2AEA,Değişken,unvan
MHZ,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,OKS,DG,faal,METLİFE EMEKLİLİK VE HAYAT A.Ş.,4028328d5fc61027016097ae82494897,Diğer,unvan
MIK,MT PORTFÖY İKİNCİ SERBEST FON,YF,SF,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c98f754d1019919939ed432bf,Serbest,unvan
MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,YF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d7afb2dbd017b53f59ae049ae,Fon Sepeti,unvan
MJE,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,YF,KTF,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233bd01878e3868ec380a,Katılım,unvan
MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,YF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d7850aacb0178ef410bdf6920,Fon Sepeti,unvan
MJH,AKTİF PORTFÖY FORTUNA SERBEST FON,YF,SF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c794d2f890179c7fbb91b3059,Serbest,unvan
